Transaction Hash,Date,Quarter,From,To,Category,Amount,Asset,Value
0x6389348fe5e2723ba246d04a19b5303080a486936e47a44aeb8d8b4b6ef4fb2a,2023-05-05,2023Q2,Ecosystem,frolic.eth,Gitcoin Grants,0.013,ETH,25.952419999999996
0x6389348fe5e2723ba246d04a19b5303080a486936e47a44aeb8d8b4b6ef4fb2a,2023-05-05,2023Q2,Ecosystem,Rotki,Gitcoin Grants,0.009,ETH,17.967059999999996
0xc49c041ecb006a5a6c6bc9fc184f102c074cc3711b458778cfa76fef15a8ea83,2023-05-08,2023Q2,Ecosystem,aexek.eth,POAPs,500.0,USDC,500.0
0x32aafdb39b3f2275f7bd615630d7727b7b736ef63154fdf28c882bf19309752e,2023-05-12,2023Q2,Ecosystem,Nethereum,Eco. Grants,10000.0,USDC,10000.0
0x76e7b8bb5955a88b738f63c0055f279be51d6b86f8e7aea7d7eebda524db7bc0,2023-05-12,2023Q2,Metagov,Tally,Governance,5000.0,USDC,5000.0
0x76e7b8bb5955a88b738f63c0055f279be51d6b86f8e7aea7d7eebda524db7bc0,2023-05-12,2023Q2,Metagov,Tally,Governance,0.0153319644079397,ETH,27.723564681724724
0x45f8f45a2e94b2451e96849a5c972ec4074ce5688f6fe0b225d1502d5fb4d4e6,2023-05-16,2023Q2,Metagov,Karpatkey,Endowment Fees,9.74,ETH,17770.8248
0x8d9d990efc91eb2b0ca9b8000771e4e97a4aa0ce8a667357ce26622d589a6a5d,2023-05-19,2023Q2,Ecosystem,ETH Conferences,IRL,13189.0,USDC,13189.0
0xb9f48d56445041df849111937668609f856220094f9c1a0b9e38e771d8798c19,2023-05-22,2023Q2,Ecosystem,ENS Labs,Hackathons,3024.0,USDC,3024.0
0x20f8ea877bf7b6c7aa6a9ef404b4831b03fbdf71409e1c5361e6f9703b699854,2023-05-25,2023Q2,Ecosystem,0xf2888f,Hackathons,12594.0,USDC,12594.0
0x21bc1be5274041121d16e46bff3bcbc6056c822fd33253882c66dd076f85034a,2023-05-26,2023Q2,Ecosystem,gregskril.eth,Fellowship,19989.7632,USDC,19989.7632
0xd61dd10ee4993e3bec943b950e53212bb00100d16f171e8120519ad040d377b8,2023-05-26,2023Q2,Ecosystem,gregskril.eth,Fellowship,19989.7632,USDC,19989.7632
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,2023Q2,Public Goods,Dappnode,Growth Grants,10000.0,USDC,10000.0
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,2023Q2,Public Goods,Revoke.Cash,Growth Grants,10000.0,USDC,10000.0
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,2023Q2,Public Goods,gashawk.eth,Growth Grants,10000.0,USDC,10000.0
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,2023Q2,Public Goods,marcusam.eth,Growth Grants,10000.0,USDC,10000.0
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,2023Q2,Public Goods,evmcrispr.eth,Growth Grants,10000.0,USDC,10000.0
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29,2023Q2,Metagov,coltron.eth,Salaries,6667.0,USDC,6667.0
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29,2023Q2,Metagov,slobo.eth,Salaries,6500.0,USDC,6500.0
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29,2023Q2,Metagov,katherineykwu.eth,Salaries,5500.0,USDC,5500.0
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29,2023Q2,Metagov,coltron.eth,Salaries,4300.0,USDC,4300.0
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29,2023Q2,Metagov,limes.eth,Salaries,1600.0,USDC,1600.0
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29,2023Q2,Metagov,yambo.eth,Salaries,1600.0,USDC,1600.0
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29,2023Q2,Metagov,simona.eth,Salaries,1500.0,USDC,1500.0
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29,2023Q2,Metagov,vegayp.eth,Salaries,1500.0,USDC,1500.0
0x75118f5e202d7b084b8b201bd883ef157d93dff0080625f071259d6e124314db,2023-05-30,2023Q2,Ecosystem,julieshi.eth,Fellowship,5000.0,USDC,5000.0
0xb307de353277e24f8030fcab49c2fdc93d5c21b5aff6a903542948d8b5e3d91b,2023-05-30,2023Q2,Ecosystem,daylon.eth,SMM,650.0,USDC,650.0
0xb307de353277e24f8030fcab49c2fdc93d5c21b5aff6a903542948d8b5e3d91b,2023-05-30,2023Q2,Ecosystem,estmcmxci.eth,SMM,650.0,USDC,650.0
0xfba7ada6bbbbb15eb9d10152123161c7adf109c8e9300da7d2242ac668b4898d,2023-05-31,2023Q2,Ecosystem,nameart.eth,Support,4060.0,USDC,4060.0
0xfba7ada6bbbbb15eb9d10152123161c7adf109c8e9300da7d2242ac668b4898d,2023-05-31,2023Q2,Ecosystem,0x1b995d,Support,2500.0,USDC,2500.0
0xfba7ada6bbbbb15eb9d10152123161c7adf109c8e9300da7d2242ac668b4898d,2023-05-31,2023Q2,Ecosystem,cushion.eth,Support,2000.0,USDC,2000.0
0xfba7ada6bbbbb15eb9d10152123161c7adf109c8e9300da7d2242ac668b4898d,2023-05-31,2023Q2,Ecosystem,accessor.eth,Support,2000.0,USDC,2000.0
0xfba7ada6bbbbb15eb9d10152123161c7adf109c8e9300da7d2242ac668b4898d,2023-05-31,2023Q2,Ecosystem,Ashu,Support,1500.0,USDC,1500.0
0xfba7ada6bbbbb15eb9d10152123161c7adf109c8e9300da7d2242ac668b4898d,2023-05-31,2023Q2,Ecosystem,daylon.eth,Support,1200.0,USDC,1200.0
0x45e6ca94f9a8fad8d218540b3714eecbb82685eb830e7a5d06f5f57003d1f32f,2023-05-31,2023Q2,Ecosystem,daylon.eth,Support,800.0,USDC,800.0
0xcaf0c75834a87928492a0ea8ce8e25b21791b470801d04d0fce487264ec7a661,2023-06-05,2023Q2,Ecosystem,ETHGlobal,Hackathons,5000.0,USDC,5000.0
0xd99c1688de7a5d125dcb3b28d32c0a2aeee54f162c8ff7e151dd3ac46264897d,2023-06-05,2023Q2,Public Goods,treecz.eth,PG Hackathons,1614.38,USDC,1614.38
0xe664c0b1d5889fe2dbeb3da6b647384c509365021694e464500ad207caba04c5,2023-06-06,2023Q2,Ecosystem,Namehash,Eco. Grants,20000.0,USDC,20000.0
0xd7f1d69e5af2375a89392083638eb73be5bf6c979d9a0877d86b97e4a49fe5c3,2023-06-06,2023Q2,Ecosystem,premm.eth,Builders,15000.0,USDC,15000.0
0xae6bad5cf902dac719cd526c560521f1f93345c684d843f02e93e18df10d5cb8,2023-06-06,2023Q2,Ecosystem,stevegachau.eth,Builders,10000.0,USDC,10000.0
0x64ce0ecda35eb01a932d2b7857e6d7087f6a4e7c2a4383e34d6ad56239a78cce,2023-06-07,2023Q2,Ecosystem,nameart.eth,Support,4060.0,USDC,4060.0
0x64ce0ecda35eb01a932d2b7857e6d7087f6a4e7c2a4383e34d6ad56239a78cce,2023-06-07,2023Q2,Ecosystem,0x1b995d,Support,2500.0,USDC,2500.0
0x64ce0ecda35eb01a932d2b7857e6d7087f6a4e7c2a4383e34d6ad56239a78cce,2023-06-07,2023Q2,Ecosystem,cushion.eth,Support,2000.0,USDC,2000.0
0x64ce0ecda35eb01a932d2b7857e6d7087f6a4e7c2a4383e34d6ad56239a78cce,2023-06-07,2023Q2,Ecosystem,accessor.eth,Support,2000.0,USDC,2000.0
0x64ce0ecda35eb01a932d2b7857e6d7087f6a4e7c2a4383e34d6ad56239a78cce,2023-06-07,2023Q2,Ecosystem,daylon.eth,Support,2000.0,USDC,2000.0
0x64ce0ecda35eb01a932d2b7857e6d7087f6a4e7c2a4383e34d6ad56239a78cce,2023-06-07,2023Q2,Ecosystem,Ashu,Support,1500.0,USDC,1500.0
0x5a266e8f2eb83506e3b17f8eedfd5f86f87f2e9ac89cc672319add61ae50554a,2023-06-07,2023Q2,Ecosystem,estmcmxci.eth,SMM,650.0,USDC,650.0
0x5a266e8f2eb83506e3b17f8eedfd5f86f87f2e9ac89cc672319add61ae50554a,2023-06-07,2023Q2,Ecosystem,daylon.eth,SMM,650.0,USDC,650.0
0x90a31bc86be4a941fe5c03dd2a49bb2ba505050aa71f6ed2d898fe21dd8bc664,2023-06-07,2023Q2,Metagov,Agora,DAO Tooling,25000.0,USDC,25000.0
0xf9f1027ee7353dc03b41931bb83471d56b1fb063ce06fadde3256edfe8b68a93,2023-06-08,2023Q2,Ecosystem,premm.eth,Builders,15000.0,USDC,15000.0
0x8dca854776cb6acafdf4d3def2da966ef59819787e8cf14707d4a70743602797,2023-06-08,2023Q2,Ecosystem,gmcafe.eth,Builders,10000.0,USDC,10000.0
0xc2ad4a78e7dbef31256441ef652555226ea3d093ded4fcf8346754e47f1a2f9c,2023-06-09,2023Q2,Ecosystem,premm.eth,Eco. Small Grants,0.7,ETH,1288.336
0xc2ad4a78e7dbef31256441ef652555226ea3d093ded4fcf8346754e47f1a2f9c,2023-06-09,2023Q2,Ecosystem,daylon.eth,Eco. Small Grants,0.7,ETH,1288.336
0xc2ad4a78e7dbef31256441ef652555226ea3d093ded4fcf8346754e47f1a2f9c,2023-06-09,2023Q2,Ecosystem,wayback-machine.eth,Eco. Small Grants,0.7,ETH,1288.336
0xc2ad4a78e7dbef31256441ef652555226ea3d093ded4fcf8346754e47f1a2f9c,2023-06-09,2023Q2,Ecosystem,misharik.eth,Eco. Small Grants,0.7,ETH,1288.336
0xc2ad4a78e7dbef31256441ef652555226ea3d093ded4fcf8346754e47f1a2f9c,2023-06-09,2023Q2,Ecosystem,1w3.eth,Eco. Small Grants,0.7,ETH,1288.336
0xc2ad4a78e7dbef31256441ef652555226ea3d093ded4fcf8346754e47f1a2f9c,2023-06-09,2023Q2,Ecosystem,enswildcards.eth,Eco. Small Grants,0.7,ETH,1288.336
0xc2ad4a78e7dbef31256441ef652555226ea3d093ded4fcf8346754e47f1a2f9c,2023-06-09,2023Q2,Ecosystem,tkn.eth,Eco. Small Grants,0.2,ETH,368.096
0x98e55f90867ec575602e2d3cfc90557c4adc8a7c54cfb9a5ce03f63f42109740,2023-06-09,2023Q2,Ecosystem,limes.eth,IRL,6416.7,USDC,6416.7
0x81f63b10b25ae4fbd3eb64098c2c50db24e3f6c9c572068bb97de6c856ca9ec3,2023-06-09,2023Q2,Metagov,0x0fc180,DAO Tooling,5000.0,USDC,5000.0
0x58004c94f493e9aef8f92648050ec9ea8e79d7750a016da26573e3592503c2fb,2023-06-11,2023Q2,Ecosystem,tkn.eth,Gitcoin Grants,0.5,ETH,876.575
0x951103a878f371bd875a98afdf6970e1b457ab6560bf662fff744c75e14ad943,2023-06-13,2023Q2,Ecosystem,aexek.eth,Eco. Small Grants,0.44,ETH,765.27
0x41407e5c5414cd57eb5c9aa0dfb3b3a47c971675ba43a68e340fba6bb68073cc,2023-06-13,2023Q2,Ecosystem,hotnerd.eth,Eco. Small Grants,0.069,ETH,120.00825
0x41407e5c5414cd57eb5c9aa0dfb3b3a47c971675ba43a68e340fba6bb68073cc,2023-06-13,2023Q2,Ecosystem,crvne.eth,Eco. Small Grants,0.069,ETH,120.00825
0x41407e5c5414cd57eb5c9aa0dfb3b3a47c971675ba43a68e340fba6bb68073cc,2023-06-13,2023Q2,Ecosystem,drf.eth,Eco. Small Grants,0.069,ETH,120.00825
0x41407e5c5414cd57eb5c9aa0dfb3b3a47c971675ba43a68e340fba6bb68073cc,2023-06-13,2023Q2,Ecosystem,thecap.eth,Eco. Small Grants,0.069,ETH,120.00825
0xf1f8e1f505216b590603587c4c4d5741f65afe17991476bdd28406c94da9b436,2023-06-14,2023Q2,Ecosystem,generalmagic.eth,Merch,373.995467,USDC,373.995467
0xeadf737b591b5038791f9021653ef3c44f31a0af76bcf5dfb8369855b0d07431,2023-06-16,2023Q2,Public Goods,yazdani.eth,PG Small Grants,2.0,ETH,3433.82
0xeadf737b591b5038791f9021653ef3c44f31a0af76bcf5dfb8369855b0d07431,2023-06-16,2023Q2,Public Goods,Rotki,PG Small Grants,1.0,ETH,1716.91
0xeadf737b591b5038791f9021653ef3c44f31a0af76bcf5dfb8369855b0d07431,2023-06-16,2023Q2,Public Goods,Regens Unite,PG Small Grants,1.0,ETH,1716.91
0xeadf737b591b5038791f9021653ef3c44f31a0af76bcf5dfb8369855b0d07431,2023-06-16,2023Q2,Public Goods,bishara.eth,PG Small Grants,1.0,ETH,1716.91
0xeadf737b591b5038791f9021653ef3c44f31a0af76bcf5dfb8369855b0d07431,2023-06-16,2023Q2,Public Goods,generalmagic.eth,PG Small Grants,1.0,ETH,1716.91
0xeadf737b591b5038791f9021653ef3c44f31a0af76bcf5dfb8369855b0d07431,2023-06-16,2023Q2,Public Goods,Praise,PG Small Grants,1.0,ETH,1716.91
0xeadf737b591b5038791f9021653ef3c44f31a0af76bcf5dfb8369855b0d07431,2023-06-16,2023Q2,Public Goods,Giveth,PG Small Grants,1.0,ETH,1716.91
0xeadf737b591b5038791f9021653ef3c44f31a0af76bcf5dfb8369855b0d07431,2023-06-16,2023Q2,Public Goods,daylon.eth,PG Small Grants,1.0,ETH,1716.91
0xeadf737b591b5038791f9021653ef3c44f31a0af76bcf5dfb8369855b0d07431,2023-06-16,2023Q2,Public Goods,commonsstack.eth,PG Small Grants,1.0,ETH,1716.91
0xf9deb6dcf6546ab0466f7d64b849bdcded64ea7108be4fa5088e4aa16bbf0f8f,2023-06-20,2023Q2,Metagov,Karpatkey,Endowment Fees,13.04,ETH,23376.6776
0xa7612ccf35abd9c649740cf5cbbb1cc9e22fcf2ec58993796fb72f7ed256ff84,2023-06-26,2023Q2,Ecosystem,raffy.eth,Eco. Grants,30000.0,USDC,30000.0
0xb28c1e1ce97cfa67d20c5a9d70983a02305ffd4737a7d3b122d2050bb02cd708,2023-06-26,2023Q2,Ecosystem,dm3.eth,Eco. Grants,30000.0,USDC,30000.0
0x5aa36079dba621dcdce06a9ca41f59f647e6b888cd26715fe09a7808e9e0e33f,2023-06-26,2023Q2,Ecosystem,premm.eth,Eco. Small Grants,0.7,ETH,1301.433
0x5aa36079dba621dcdce06a9ca41f59f647e6b888cd26715fe09a7808e9e0e33f,2023-06-26,2023Q2,Ecosystem,jeromebernard.eth,Eco. Small Grants,0.7,ETH,1301.433
0x5aa36079dba621dcdce06a9ca41f59f647e6b888cd26715fe09a7808e9e0e33f,2023-06-26,2023Q2,Ecosystem,optidomains.eth,Eco. Small Grants,0.7,ETH,1301.433
0x5aa36079dba621dcdce06a9ca41f59f647e6b888cd26715fe09a7808e9e0e33f,2023-06-26,2023Q2,Ecosystem,web3domains,Eco. Small Grants,0.7,ETH,1301.433
0x5aa36079dba621dcdce06a9ca41f59f647e6b888cd26715fe09a7808e9e0e33f,2023-06-26,2023Q2,Ecosystem,wayback-machine.eth,Eco. Small Grants,0.7,ETH,1301.433
0x5aa36079dba621dcdce06a9ca41f59f647e6b888cd26715fe09a7808e9e0e33f,2023-06-26,2023Q2,Ecosystem,davisshaver.eth,Eco. Small Grants,0.7,ETH,1301.433
0x5aa36079dba621dcdce06a9ca41f59f647e6b888cd26715fe09a7808e9e0e33f,2023-06-26,2023Q2,Ecosystem,Rotki,Eco. Small Grants,0.7,ETH,1301.433
0x80f7e1e484659033e90cd09fe29b1229858121b2884af680af0ba30bfcca1cb6,2023-06-27,2023Q2,Ecosystem,thecap.eth,Builders,10000.0,USDC,10000.0
0x3152010df5e90776d2bf7a3da60e4075b262b4678ff033c9303c187300f562cf,2023-06-27,2023Q2,Ecosystem,stevegachau.eth,Builders,10000.0,USDC,10000.0
0x18a326c6f73fa6f449e133c92c67c7013758dcb70a0bc8b69408655289597af5,2023-06-27,2023Q2,Ecosystem,jeromebernard.eth,Builders,10000.0,USDC,10000.0
0x177f6f120c844f4be97b9b0cafaa549a96296d6c505073f71c894adc2c78764c,2023-06-29,2023Q2,Metagov,Tally,DAO Tooling,50000.0,USDC,50000.0
0x07b3352bf6762e99343c1d3967f9a6b65da608c3f1bc7a0856ebb543eea87e60,2023-06-29,2023Q2,Metagov,Tally,DAO Tooling,2000.0,ENS,17220.64
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29,2023Q2,Metagov,limes.eth,Salaries,6667.0,USDC,6667.0
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29,2023Q2,Metagov,slobo.eth,Salaries,6500.0,USDC,6500.0
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29,2023Q2,Metagov,katherineykwu.eth,Salaries,5500.0,USDC,5500.0
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29,2023Q2,Metagov,coltron.eth,Salaries,4300.0,USDC,4300.0
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29,2023Q2,Metagov,yambo.eth,Salaries,1600.0,USDC,1600.0
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29,2023Q2,Metagov,limes.eth,Salaries,1600.0,USDC,1600.0
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29,2023Q2,Metagov,vegayp.eth,Salaries,1500.0,USDC,1500.0
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29,2023Q2,Metagov,simona.eth,Salaries,1500.0,USDC,1500.0
0x4b83fe3c6e1814710b3a8b4a3027bbe112481c61150a4033268422c4f253d6c3,2023-06-30,2023Q2,Ecosystem,julieshi.eth,Fellowship,5000.0,USDC,5000.0
0x0478a0be769a5bb2b0f4e506a373e42b99eca005cd710665497d1fdd31e390ed,2023-06-30,2023Q2,Ecosystem,Tally,$ENS Distribution,3000.0,ENS,27738.47
0xa217084914c3d0417ae5e29479293ebfe3cbf149b8b92f97ac7a5a20df5b1502,2023-06-30,2023Q2,Ecosystem,0x0dcada,Hackathons,544.663399,USDC,544.663399
0xa181a4058b1a5440abdc7f7514ee38117b3b1b24c987b299905c9655f2be84ae,2023-07-02,2023Q3,Ecosystem,aexek.eth,POAPs,0.2088336639866346,ETH,404.60269395426536
0xaabbb846b0032ba66819d83c2c19b8e8b4e1e81b13704c8701819be9355acb3a,2023-07-04,2023Q3,DAO Wallet,ENS Labs,ENS Labs,770817.107952,USDC,770817.107952
0x2b3143e98186744c1bad9f054b21d84f462f3f86d4ed311c39a0462d04428c34,2023-07-10,2023Q3,Public Goods,Cat Herders,PG Large Grants,50000.0,USDC,50000.0
0x2b3143e98186744c1bad9f054b21d84f462f3f86d4ed311c39a0462d04428c34,2023-07-10,2023Q3,Public Goods,Wagmi,PG Large Grants,50000.0,USDC,50000.0
0x2b3143e98186744c1bad9f054b21d84f462f3f86d4ed311c39a0462d04428c34,2023-07-10,2023Q3,Public Goods,SheFi,PG Large Grants,50000.0,USDC,50000.0
0x2b3143e98186744c1bad9f054b21d84f462f3f86d4ed311c39a0462d04428c34,2023-07-10,2023Q3,Public Goods,Token Academy,PG Large Grants,50000.0,USDC,50000.0
0x08abae2b6f0f9c6500059cf11a40d869e755119d571357e49682202f631101f1,2023-07-10,2023Q3,Metagov,Disperse.app,Delegate Gas Ref.,5.35,ETH,10061.691499999999
0x7a7f4a20f12b88cfeae5bc508329987ea7f25e9e19ec54e94f27ae28e4ae30d1,2023-07-10,2023Q3,Metagov,Disperse.app,Delegate Gas Ref.,1.55,ETH,2915.0695
0xe782ccd50068dc4e773fd4277761e55b95314142b6a5b043938adb7297525fde,2023-07-12,2023Q3,Metagov,Karpatkey,Endowment Fees,9.9,ETH,18531.414
0x28b31efeb4887d67c501e64099e7e8b8c315063b4c732bb52360ceaabe87518e,2023-07-12,2023Q3,Metagov,Disperse.app,Delegate Gas Ref.,1.925,ETH,3603.3305
0x5003229ee5091f540310eeb7d1efa81d63ee6d8f9e186f6a063e557a0d271639,2023-07-13,2023Q3,Public Goods,itublockchain.eth,Discretionary Grants,5.0,ETH,10028.300000000001
0x5003229ee5091f540310eeb7d1efa81d63ee6d8f9e186f6a063e557a0d271639,2023-07-13,2023Q3,Public Goods,Greenpill,Discretionary Grants,5.0,ETH,10028.300000000001
0x5003229ee5091f540310eeb7d1efa81d63ee6d8f9e186f6a063e557a0d271639,2023-07-13,2023Q3,Public Goods,andinolabs.eth,Discretionary Grants,5.0,ETH,10028.300000000001
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,2023Q3,Metagov,coltron.eth,$ENS Distribution,1750.0,ENS,17026.93
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,2023Q3,Metagov,slobo.eth,$ENS Distribution,1500.0,ENS,14594.51
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,2023Q3,Metagov,katherineykwu.eth,$ENS Distribution,1000.0,ENS,9729.68
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,2023Q3,Metagov,limes.eth,$ENS Distribution,850.0,ENS,8270.22
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,2023Q3,Metagov,vegayp.eth,$ENS Distribution,500.0,ENS,4864.84
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,2023Q3,Metagov,simona.eth,$ENS Distribution,500.0,ENS,4864.84
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,2023Q3,Metagov,yambo.eth,$ENS Distribution,100.0,ENS,972.97
0x6e22b7c96b77caeb824981ef13150c37d2427341307621dcbdb408659174caf4,2023-07-22,2023Q3,Ecosystem,generalmagic.eth,Merch,1000.0,USDC,1000.0
0x6e22b7c96b77caeb824981ef13150c37d2427341307621dcbdb408659174caf4,2023-07-22,2023Q3,Ecosystem,generalmagic.eth,Merch,1000.0,USDC,1000.0
0xfd325d0b83a07c053c79ec06ac56f23e22b278eeea8cd1d014cbafbf358a4ba2,2023-07-25,2023Q3,Ecosystem,aexek.eth,POAPs,350.0,USDC,350.0
0x0290ea1051f232095124d19f7f818bea74494792edcd0bfa18e9c5be1731b5f6,2023-07-25,2023Q3,Public Goods,UniSwap,UniSwap,55.0,ETH,102163.6
0xded3748ca5c221570e41ead6c72c5b4e62c75aac56d5686199f64aaf664ad5d7,2023-07-25,2023Q3,Metagov,CoW Swap,CoW Swap,100.0,ETH,185290.0
0x0290ea1051f232095124d19f7f818bea74494792edcd0bfa18e9c5be1731b5f6,2023-07-25,2023Q3,UniSwap,Public Goods,Public Goods,102408.492634,USDC,102408.492634
0xded3748ca5c221570e41ead6c72c5b4e62c75aac56d5686199f64aaf664ad5d7,2023-07-25,2023Q3,CoW Swap,Metagov,Metagov,185545.094186,USDC,185545.094186
0x42054256e7a3c7b306ffd3ce61d0d175cb7799305b1444d65b8cf2ed7dd2edcf,2023-07-26,2023Q3,Ecosystem,limes.eth,IRL,5527.35,USDC,5527.35
0x35753ec8b97becd787ff006f1a4d6c9ae8cca753333e3c248f228f71d850eed2,2023-07-26,2023Q3,Ecosystem,coltron.eth,IRL,4000.0,USDC,4000.0
0x35753ec8b97becd787ff006f1a4d6c9ae8cca753333e3c248f228f71d850eed2,2023-07-26,2023Q3,Ecosystem,slobo.eth,IRL,4000.0,USDC,4000.0
0x35753ec8b97becd787ff006f1a4d6c9ae8cca753333e3c248f228f71d850eed2,2023-07-26,2023Q3,Ecosystem,limes.eth,IRL,4000.0,USDC,4000.0
0x35753ec8b97becd787ff006f1a4d6c9ae8cca753333e3c248f228f71d850eed2,2023-07-26,2023Q3,Ecosystem,184.eth,IRL,2000.0,USDC,2000.0
0xfa7cc03926a9d8ac718083cb79377ff79c3aa379255ca7b7b345284c4d27ca28,2023-07-26,2023Q3,Metagov,orcaprotocol.eth,DAO Tooling,1000.0,ENS,9158.16
0x84ffcd258ec9145296803c2b56aacfd71298760db5d4a39d55da062caff12073,2023-07-31,2023Q3,DAO Wallet,ENS Labs,ENS Labs,310862.915448,USDC,310862.915448
0xd629edda1ffc31043f258a9bbccc53cea29e610f9559a301a7fce459aba71dbc,2023-07-31,2023Q3,Ecosystem,nameart.eth,Support,4000.0,USDC,4000.0
0xd629edda1ffc31043f258a9bbccc53cea29e610f9559a301a7fce459aba71dbc,2023-07-31,2023Q3,Ecosystem,0x1b995d,Support,4000.0,USDC,4000.0
0xd629edda1ffc31043f258a9bbccc53cea29e610f9559a301a7fce459aba71dbc,2023-07-31,2023Q3,Ecosystem,Ashu,Support,1500.0,USDC,1500.0
0xdf20cdc9b009d8ec5c17d3ba1d6f5ace2f7df1f8375775de7acff53f3315596c,2023-07-31,2023Q3,Ecosystem,estmcmxci.eth,Newsletter,1500.0,USDC,1500.0
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31,2023Q3,Metagov,slobo.eth,Salaries,6500.0,USDC,6500.0
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31,2023Q3,Metagov,limes.eth,Salaries,5500.0,USDC,5500.0
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31,2023Q3,Metagov,coltron.eth,Salaries,4300.0,USDC,4300.0
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31,2023Q3,Metagov,katherineykwu.eth,Salaries,4000.0,USDC,4000.0
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31,2023Q3,Metagov,5pence.eth,Salaries,3500.0,USDC,3500.0
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31,2023Q3,Metagov,limes.eth,Salaries,3000.0,USDC,3000.0
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31,2023Q3,Metagov,184.eth,Salaries,3000.0,USDC,3000.0
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31,2023Q3,Metagov,simona.eth,Salaries,2000.0,USDC,2000.0
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31,2023Q3,Metagov,vegayp.eth,Salaries,2000.0,USDC,2000.0
0xb3bb31e6b05c96758e34c3e418cd2d01d52112389f4b79e3a3c6ffc962d640e2,2023-08-02,2023Q3,Ecosystem,foolas.eth,Bug Bounty,100000.0,USDC,100000.0
0x1066283e04c4af5933172f805f57b7486755657941dca6cc49565d6b20d52368,2023-08-11,2023Q3,Ecosystem,generalmagic.eth,Merch,0.050653,ETH,93.55659752999999
0x7ca69918a83e2e4f1c1da97713932ca415853cc1c457d6c8ec4afddc0219c5a5,2023-08-11,2023Q3,Ecosystem,184.eth,Merch,0.035168,ETH,64.95564768
