Transaction Hash,Date,Quarter,From,To,Category,Amount,Asset,Value
0xe57f64f5469adcb48d7a96be4124aa1d8a425e26241d91a85e1834709c64e3aa,2024-04-13,2024Q2,Registrar,DAO Wallet,DAO Wallet,1.2335753790279513,ETH,3714.924589696466
0xff8a0e33933038ed5359814977bf26425a778001d51696a4d0ae08a9f80fde92,2024-04-13,2024Q2,Registrar,DAO Wallet,DAO Wallet,3.32812933767102,ETH,10022.694781689655
0x7896725b462d74bd7e00de4524b1c7f369258554196f09a816ffdb4c14bc0548,2024-04-13,2024Q2,DAO Wallet,Public Goods,Public Goods,21.5,ETH,64747.465000000004
0x7896725b462d74bd7e00de4524b1c7f369258554196f09a816ffdb4c14bc0548,2024-04-13,2024Q2,DAO Wallet,Public Goods,Public Goods,450300.0,USDC,450300.0
0xdef61eb66b78c5b6acbe4c7eaa44438d1772e885a33588a5df0ca8bd63289a59,2024-04-13,2024Q2,Endowment,Metagov,Metagov,43.54,ETH,131121.1454
0x04b96e7d2fd7e999e31c9b3c42aff822b676559aace69f0b003fba22a9a68c07,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0277224355535467,ETH,87.55465931134441
0x3402afbfb234c47486fe6abd6abfcd4bb76b6de56b848f6eabab0b0ef90d7e31,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0701954651195219,ETH,221.69552966838125
0x408cc0f07bbe0a1361b916122308957a2374072f247ca2ae6673f82deae8a38d,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0892977419707999,ETH,282.0254865566985
0xa63d57f48b80b2f4b30ce44668e1c896bd91a48d47404227bce6f4729105a493,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1018474698340713,ETH,321.66079007815404
0x7745d1dc50b182f7b42b958bebf5a522324de59fffbd132ff57ca9f6faff341b,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1069932276869536,ETH,337.9124312745981
0xf61d1a696120c573edcdddbbf0bff439868d88e08de585df4305e3f1179d0c9a,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1280582942047986,ETH,404.4413882552473
0xa7ad32cac5efeab550e1fe0f0480cd2bc04226c2fb6c55d42b1418aaf11868fe,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1298544803977958,ETH,410.11421126114254
0x30ccca244eb120826ab9ed024bc75e3808632734f0c128f99d35513368c4d550,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1428113003843335,ETH,451.0352175518252
0x84c14cb719c7f9e00a583d29db80fd7feef62589486bef1dd01f10ad91016644,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1466042352014601,ETH,463.0142918673634
0xa99bee2235c24057c955863cdb3cafc3ecce4ee108b128563bd8fb4134d95bf3,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1617032326688554,ETH,510.70085160873924
0xaf981bafcacdf59094cc96b776cf1cbacd725ab95516d4d71e9bfe4364d1d61e,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.173905881867824,ETH,549.2399904678738
0x677335ee5025d05247ffc13b79f4ba658660c9b2d0add3573aa80e7d4834ee03,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2178002171211649,ETH,687.8697137250903
0x77f7d8151daf7a95ba343dd599359e2646b57ac6dc6ce92d74dae70b2be7c057,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2847533109831945,ETH,899.324991945784
0xf5fdabbf018aa39139bcb156acea12cece4a600c423fd0453eab45b14e00e847,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2950815322496919,ETH,931.944200042912
0x85e70d490ea9a46578e5b13ee4e6fbefc474fbc51f1bd473d984dcc002677abd,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.3064963830578703,ETH,967.9952667563496
0x77fb4fdb3db2a924b4d236d7a787a48405319a66b862b5af81818ad4aed6cfed,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.317365764893447,ETH,1002.323600632378
0x0a82e3f3bd73d2521bbdb2f187f4420c1ef45d58d3ae4d7c4252ce3fd193c182,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.3256849825298715,ETH,1028.597852924792
0x17807918e1859b359631fa41c179c1332a0981450f55de749c94be6734d1e826,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.3360824531232188,ETH,1061.4357684009371
0x646baff44d6cc4f641f021bfceb57d60be11cba0d99f42666d77f1dc9114d153,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4335523415538676,ETH,1369.271018235918
0x125364292e7e0c82aacdeb2ea0fa7319c3957117e44949b7e9c371b572a79171,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4508907722104058,ETH,1424.0302902412363
0x33f5cf6808354a24ac1419e6c0272d51c48c6fb113bfa57abb9bced5adec7e57,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.5690639871928277,ETH,1797.2520281916202
0x5d8c509824ea86218c9d0f7d3992d467de7bc7941f3e1fd64cbcd881c21891a3,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.741213299552315,ETH,2340.9443154440946
0x6ffc4cec6604af2b11f9d35b8f33962aeaf0e7cd8bef3f1e5b9979ba561d2bd0,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.7902242883250119,ETH,2495.733760845352
0x052dda9414cf19b067aab832cb3c0749f921ce3c852efabb29d2a0abe2107a34,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.9134770587402584,ETH,2884.998055537009
0xa6ce119ef1e9f1453ea8abda573e951cb913cb039955480a7da27b8dccdee235,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,1.0527726391532997,ETH,3324.9297153323005
0x61f44726503179e26b270488989db0b9437ab37309ad1641623ce03d786b4d37,2024-04-14,2024Q2,Registrar,DAO Wallet,DAO Wallet,1.761330259322736,ETH,5562.738904808624
0x6c2e9b910decc2f00d4639c57f38929fec34a47ec400fdbc8fd7e60e7b2e1081,2024-04-14,2024Q2,Ecosystem,namesys.eth,Eco. Grants,25000.0,USDC,25000.0
0x0101ac0e2898fd25d3a115c8f7aabb9bfeb0d74f152b37151ee5df1d1677f71d,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1044824338984477,ETH,324.2089923868832
0x56324271ffdef13c9ecd71da6345e11d0e4e11d56796cf6fbaba871f09769eae,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1899272253190354,ETH,589.3441801649668
0x70ba80231f8ef6707c2d8878caa36f05d8562948e230909c83d1d9d649d5e34a,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2037267890817186,ETH,632.1642265205728
0x43de77a1f3b9918016a836f047227983b3d00562eb12e64c672b912aa918ee00,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2986305159992151,ETH,926.6504911455644
0x48e265947b06bb85643ec9502041b880471288e9e7b7ad52eada7ac923929700,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4196891514099564,ETH,1302.2954368250946
0x36d7c9d838343ec6f3a54e5c5eee25b0572c12fc94f4609800938620ebc8b26e,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4471984931225683,ETH,1387.6569241593295
0xce5294eb91b89e5d7a9a2ac1b9a0af5e3bdb883ddbfaaa5a540ffa2fb7ea4387,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4562334675098029,ETH,1415.6924496829186
0x6ac7478aa79836e53e9eee57bfc9f53304c5fea6c78b51e1e01e7f50e72a6b5a,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.6362865651764482,ETH,1974.3972117425187
0x74d9d102fc662cec8614be3dca184f7716a5bf283921bd73319471bdfc547367,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,1.365588696934452,ETH,4237.421726587604
0xb0829d28b371f48a92b4aeb331e7e256c9301897fd798f36edb9be930ac2bd11,2024-04-15,2024Q2,Registrar,DAO Wallet,DAO Wallet,5.332449765213915,ETH,16546.591621458778
0xb62a28f48e1a3b8f128c09c2292bfca8c4098bc26724506e045a70b7e39f7093,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1939259668132157,ETH,598.343056524832
0x40af9d221f4428281e5e487936146a27289d09c1e2a64bb4bc61ccfc245fbeb4,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2010445298638349,ETH,620.3068133324734
0x741d8e8b67522fc784b81674312d0412ce950209b322f8845421a7433e6db48e,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2547633441682716,ETH,786.0519173636686
0xd15f455d0d5d7bf44e12a82d33698b7a8ab67d9d392b553544277dc8349a6050,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.3154440704013703,ETH,973.277443697796
0x1b37c25f2ec90012a3e6b14fe52c22b766d74982138c66e61bb509c8f7e52099,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.3639566526624516,ETH,1122.9591352577813
0x9b2041b32e2a7582150d5dab9014918d21a3c4559b5482b1a04ed0f1ab6b200b,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.3991120357256792,ETH,1231.4282572687252
0xc1279b2911f6fffdbd3262a7562530a31327ad66c714abc8e013ee3192133421,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4110371940595128,ETH,1268.222379295102
0xa9847e83cb27d71a1e736d7e2c36914be6b3716bb5703ea54f79e9ad3334ee9a,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4261607326566359,ETH,1314.8848477534375
0x14dae90aee7982e44c683e1d5ff704510f35ca3f284d15c4c05f1b23fd366b8c,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.5728131488364784,ETH,1767.3691456830472
0x695ebe5629d165a787800d7546b4a04fa1d5b327d0238733faebe93865b0e5a8,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.9984537104594022,ETH,3080.649047325649
0xb7daa9aa75bdb9c0ad942bb96f1c7842241a7c1f838bcb2a5f510e7b8c54e791,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,1.694630204794436,ETH,5228.645926476848
0x9d6ad91f0170a0f7b02520d1a69fa6b6a97cf888e31706a24e0ec2a111fcc21d,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,1.8082155402561373,ETH,5579.104392217091
0xe5d2cd1dd507c94937806d0753d3a41bd016b062c24e9418b07246136079b447,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,3.1179680698311882,ETH,9620.241042018544
0x7d5fcb87662b10b9a3aca9c843cdf9418831c531384b55ce302f9f48690190f4,2024-04-16,2024Q2,Registrar,DAO Wallet,DAO Wallet,10.103624853115242,ETH,31173.92619429883
0x921f4cd74faeb6565dc080a21209b1f57336f7f07b548b23036b4f27251e9f29,2024-04-17,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0600216726905303,ETH,179.1718955819558
0x423dbeeed931aa2581a95f83df86972147e0253a93f125ce2ecf4d98cb4bafb0,2024-04-17,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0750865966884625,ETH,224.14250150666317
0x1918e2e5e170f9497ab41c4bb1d9520a855a0f95d4adce684f2f8723a5399ebf,2024-04-17,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1895314101078109,ETH,565.7740029410285
0x59b2a0975da642f634c22ed1b884e19bd1e2f21f975fad9a54a9c98b98b32f07,2024-04-17,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4789184475748859,ETH,1429.6290362247432
0xd92c739236e967101d224e1054f666240c2cf14b149b42aecf1981ef8a872d63,2024-04-17,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.5419524189114436,ETH,1617.7930047409286
0x07bfc84a301b51f95c43e031aa7b5e887b848ebe1226e30f1d85dc353e30212e,2024-04-17,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.785963506092425,ETH,2346.1953813066198
0x23bc1ac7487a40d1a0c87b53653ba68bcb85c7b9e4d3760bdaa7a26a4c520c93,2024-04-17,2024Q2,Registrar,DAO Wallet,DAO Wallet,4.8175681790221745,ETH,14381.019122562673
0x83bde59e58cf42b758ba4ca4e047811bb9ec7e7177b8a2dbdcfa2dd4328d9460,2024-04-17,2024Q2,Registrar,DAO Wallet,DAO Wallet,21.32578464874892,ETH,63660.02627067338
0xf1d16a0b4425b2b5a539e8840ca647e579e51f3b50a711677d5939e9e55082aa,2024-04-18,2024Q2,Ecosystem,ETHGlobal,Eco. Grants,9900.0,USDC,9900.0
0xd57a8a13c74df22cbd3cb072d172557fc69166a3d25913e5fb9877902b2696de,2024-04-18,2024Q2,Ecosystem,ETHGlobal,Eco. Grants,100.0,USDC,100.0
0x175b4384e3798b3de345281bc34cd64d29298838be5674e5ae9ad4b150e5df81,2024-04-25,2024Q2,Public Goods,EIP-7212,PG Large Grants,20000.0,USDC,20000.0
0xb4a45a3e6b514c9805c847c530bede30e929cfe671827dd3d9eed4a36504ea73,2024-04-27,2024Q2,Ecosystem,Blockful,Bountycaster,0.5,ETH,1626.615
0x38b3299d1590e2db520502d141dd3593e3525c981d54cc14d389e396c46a6f4b,2024-04-30,2024Q2,Ecosystem,Ashu,Support,1700.0,USDC,1700.0
0xb4fe1f628b7c93c4f8c84b148fdbb8afca087598ab3934c0e2fdf1c169708700,2024-04-30,2024Q2,Ecosystem,estmcmxci.eth,Newsletter,1500.0,USDC,1500.0
0x38b3299d1590e2db520502d141dd3593e3525c981d54cc14d389e396c46a6f4b,2024-04-30,2024Q2,Ecosystem,estmcmxci.eth,SMM,560.0,USDC,560.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,slobo.eth,Salaries,6500.0,USDC,6500.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,limes.eth,Salaries,5500.0,USDC,5500.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,5pence.eth,Salaries,5500.0,USDC,5500.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,vegayp.eth,Salaries,4500.0,USDC,4500.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,simona.eth,Salaries,4500.0,USDC,4500.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,coltron.eth,Salaries,4500.0,USDC,4500.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,estmcmxci.eth,Salaries,4000.0,USDC,4000.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,avsa.eth,Salaries,4000.0,USDC,4000.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,limes.eth,Salaries,4000.0,USDC,4000.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,daemon.eth,Salaries,3000.0,USDC,3000.0
0x320ffaf290ef14d3519ec0fe71dde0c953fc001a5974609b43da25bf8555f2ba,2024-04-30,2024Q2,Metagov,184.eth,Salaries,3000.0,USDC,3000.0
Stream,2024-04-30,2024Q2,Providers,Resolverworks,Stream,57534.24657534248,USDC,57534.24657534248
Stream,2024-04-30,2024Q2,Providers,Namehash,Stream,49315.068493150684,USDC,49315.068493150684
Stream,2024-04-30,2024Q2,Providers,ETHLimo,Stream,41095.890410958906,USDC,41095.890410958906
Stream,2024-04-30,2024Q2,Providers,EFP,Stream,41095.890410958906,USDC,41095.890410958906
Stream,2024-04-30,2024Q2,Providers,Unruggable,Stream,32876.71232876712,USDC,32876.71232876712
Stream,2024-04-30,2024Q2,Providers,blockful.eth,Stream,24657.534246575342,USDC,24657.534246575342
Stream,2024-04-30,2024Q2,Providers,Namespace,Stream,16438.35616438356,USDC,16438.35616438356
Stream,2024-04-30,2024Q2,Providers,Wildcard,Stream,16438.35616438356,USDC,16438.35616438356
Stream,2024-04-30,2024Q2,Providers,generalmagic.eth,Stream,16438.35616438356,USDC,16438.35616438356
0xfb69be73a1d042274ff717f7cbd99e36f78813fa25fabeae1758b973b08dd9fe,2024-05-01,2024Q2,Ecosystem,generalmagic.eth,Merch,1000.0,USDC,1000.0
0xffef1bb9c48462a5e6cd677072b4a4c85fc190ad546121924cd4879d10df9287,2024-05-03,2024Q2,Registrar,DAO Wallet,DAO Wallet,236.58389906559017,ETH,734302.0084028068
0x8c7cf38e2e8de46372b2390a21219b9bb07e9706d75e48d8999e850742e1f034,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2222665945548976,ETH,692.9205538567844
0xeb7982426d46e859e34de6e33e54f74158836c0ed29543a80b981adeb823dd22,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.3221977523058441,ETH,1004.457936768515
0x0ca7250d5337196ab8c069154b37183683ccc5cd79e51c4c41e60322d9e2b007,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.36274787833286,ETH,1130.8737656602577
0x637972192e8b46ed72b0e7dde06101cedf16003e50dcdb2b5fe9783e319bbd04,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.3954253365160197,ETH,1232.7463950954216
0xda3d76ca6575d1a14c9b8aed2b14a7042ab83a2d5a49ae286d381d615ae32567,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4406343437093888,ETH,1373.6863792008937
0xb71d2b440deed3f66096879727c3e37124cd8819bd739c2d1cc80b93d84f53cd,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.4777956400652311,ETH,1489.5374638161593
0x6f5910f97f268dacc980d13f7092d6172bf37c7fb00b09d8f4aeb223c1a141b4,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.8533205885650502,ETH,2660.2440012633156
0xe073636d05eda7199c3a9cf063f1b0e454cddcb9f4c76ec12e7a889677e3fda6,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,1.0419342345506692,ETH,3248.2508148964025
0x4af5a457ada3012fd53068d7a1b48721bda1b7593017b8dded05dd00d7247529,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,2.8813345853554124,ETH,8982.618196537205
0xb85da0c4f0bb011583f3b00feefc95f3be56502b9e9f375a2912809e98105e9b,2024-05-04,2024Q2,Registrar,DAO Wallet,DAO Wallet,3.3454321172779826,ETH,10429.451534256455
0x2d19bfca8ac42ca36805170a8de858c7ba4d02c14aa88a418ab7ded199b7477e,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.1705918867127753,ETH,535.1621018877803
0x5af976ab716af958cda54217b05b404bb2eda7a35d07d6c9a26d1c40afff77c8,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.186133548799181,ETH,583.9176946024228
0x7f8ea0579122d6757d6b89e010374c6968bbaf98c54c77a0b73c9a9a0f7a251a,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.3933250807499882,ETH,1233.8961775699804
0xf53058dd0d8e92fe90c26bfb987cffee3b8041ef77da6d40d23c8736e61a4de1,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.518051556136759,ETH,1625.1743562410654
0x9734a6c41a8b611f8487abb41eec0bb92038ebf316dbd492180158da493d56f8,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.6400971833071898,ETH,2008.0424727811521
0x52db922b88760e6b62a2980032ab059afb4170f2867b0b20e24e1b205972a34a,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.6786241656004547,ETH,2128.9050836635306
0x302d8b08d52810149af47206682bf11ede2e304407d229001482cc791309faab,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.904593230776485,ETH,2837.7903783366037
0xa11bab5e72f36a39e041d322fac9d701be1b919bc42cb8eec6f0c84146566926,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,1.3045440233239685,ETH,4092.4720101293883
0xf40b90cab08baa602190ffa119fa923d47713f628054bcdc485e8ce0d3966971,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,2.621568390353489,ETH,8224.095981694027
0x167a1c1c559eb2de6f33001bcd5bd3dcc34aef12f0b3421b08b02cf0210b6a6f,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,2.8891546176065983,ETH,9063.538059347484
0xe60b45aa7537b35c299d448c4d0a782342b9368c0b7bc345993be58fd6919aae,2024-05-05,2024Q2,Registrar,DAO Wallet,DAO Wallet,3.0634781489677567,ETH,9610.40666634526
0x70035d7b13fb8a037f4cc23f879db43f3afcd2252077b93457d06a570b295069,2024-05-06,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0990847931804256,ETH,303.51554762234787
0x97c0333c36cef7bc4f97ea11bef378698cb667b85533e0e1257406a41cccd090,2024-05-06,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2051393964262763,ETH,628.3809477390053
0x319921d4b75950f07f33e934c5c9fb6a47bbc65e30d958d0e371f3c995b49a67,2024-05-06,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.5277816549104434,ETH,1616.695487505121
0xab990638f0f6311383c13de432fc2618bfeda8a217d5e81504610286aa75e137,2024-05-06,2024Q2,Registrar,DAO Wallet,DAO Wallet,2.641185667429285,ETH,8090.453524612712
0xaf9b3179bc34e77f475994feaa1104d95ca0966ba2ebf1b8f94cfea0faae636a,2024-05-06,2024Q2,Registrar,DAO Wallet,DAO Wallet,2.65061034968999,ETH,8119.323117066881
0x73b248905f15e7aa181a2ab0bee6444a2717723e0704efa71c11cf3960448015,2024-05-06,2024Q2,Registrar,DAO Wallet,DAO Wallet,4.007339895973699,ETH,12275.243495947674
0x9e530c76a6b5e813dc35cf1041e51650497b12227a263c4f486605f8c7801de7,2024-05-06,2024Q2,DAO Wallet,ENS Labs,ENS Labs,395097.31476,USDC,395097.31476
0x2f92dc17daad3ff89e4c5b2a712f0ad2f0c5763dd915f0dc135ec3b94554e160,2024-05-08,2024Q2,Registrar,DAO Wallet,DAO Wallet,16.452201737227135,ETH,48917.49594731481
0x549e4f020cb18586d28d0595d4a862e2daefaa877c90f3129053e698b3026856,2024-05-09,2024Q2,Registrar,DAO Wallet,DAO Wallet,27.706793075728076,ETH,84115.88430239513
0xab986126b642bb4c0878fa4f95aa261c1ba44597870f0e96e245657af40d95cc,2024-05-13,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0759333346161372,ETH,224.01548645114332
0xe6c4f26f1b763a3f905e27cbc0461c324250eee4ce9c956a653b22ecd2e78d68,2024-05-13,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.2238810077686374,ETH,660.4847938787233
0x51e6c0249c4ee0d1cbf4adbc1fdb19ed9e25128c6f346228bc6ed7b6a5ffc4a8,2024-05-13,2024Q2,Registrar,DAO Wallet,DAO Wallet,47.11336591344883,ETH,138991.9675832202
0xfa88551e141a32733c4852f8ab7615ca7d72a9b3779f21cce30838226c504f0e,2024-05-14,2024Q2,Public Goods,Revoke.Cash,PG Large Grants,20000.0,USDC,20000.0
0xb638b447a1d558b371ed2e3e5a50130d2c23c9b088626815b820e6e490427713,2024-05-14,2024Q2,Public Goods,Dappnode,PG Large Grants,12500.0,USDC,12500.0
0xcd7efb67ae227e26974fe86e36e03847da3f18d2b61887ddcd5ae858d88a6a42,2024-05-14,2024Q2,Public Goods,aynieducativo.eth,PG Large Grants,5000.0,USDC,5000.0
0x83ab17841c3d73ca5b4176079ba22915c707d7f7501e6affe2cc7d166a631101,2024-05-15,2024Q2,DAO Wallet,Providers,Providers,493150.684931,USDC,493150.684931
0x60343fc70f0e7ed06c5f3cfde1814a46a9e1900083a83198477ae416befb5d41,2024-05-17,2024Q2,Ecosystem,generalmagic.eth,Merch,1000.0,USDC,1000.0
0xe38f1714c7310a17c0088d929a10d5e90cf18943e4159d69a078d67e7c977a23,2024-05-18,2024Q2,Metagov,Lemma,Bylaws,2500.0,USDC,2500.0
0xdfdeb17a2f137c4f9f9d0e7f5b69709850de6372aaf9b6e3378eaa709438c397,2024-05-20,2024Q2,Ecosystem,Drips,Hackathons,50004.0,USDC,50004.0
0xb522b0317a9d1a2f46cab01a13608ca92eacfc606dd4433aa29c942f2acc38da,2024-05-20,2024Q2,Ecosystem,Socket,Gitcoin Grants,4900.0,USDC,4900.0
0xe448fed2956fa56f5da99b2039eae75864fc34c60a27458e5810ed27fed7e3f3,2024-05-20,2024Q2,Ecosystem,Socket,Gitcoin Grants,100.0,USDC,100.0
0x4bcf016b8df336177ad7d18a2c63c3df7efb66e2d8fb078cb95df0d95728d227,2024-05-21,2024Q2,Registrar,DAO Wallet,DAO Wallet,1.3444616466524548,ETH,5094.649185358946
0xcf56d72b2c3d6a6e375d4dfa1764e0897f9255ae5f1ec28e5fffd0ec573451d8,2024-05-21,2024Q2,Registrar,DAO Wallet,DAO Wallet,87.87413724755785,ETH,332986.7407204058
0x78eff31104179b1140ff728f1f4773279bc4f909af7f47cb58f806240a073a67,2024-05-21,2024Q2,Public Goods,Rotki,PG Large Grants,30000.0,USDC,30000.0
0x831eea18a54b911ea8a41172ff30da923a8a0e297fb43877315f379d8d3cab89,2024-05-21,2024Q2,Public Goods,0x324d62,Event,16000.0,USDC,16000.0
0xfd28305729281c54b602253377fe0b70949faaee3b105f20313acdf52821bd4d,2024-05-21,2024Q2,Public Goods,Latin Hackathon,Event,5000.0,USDC,5000.0
0xcde4c385001453daf3cf56e8c1fcc987a9362068e6c3e43f94e75703e22ee093,2024-05-22,2024Q2,Registrar,DAO Wallet,DAO Wallet,3.341801659409025,ETH,12486.073794099722
0x5b5d82a1385d1101cddd2dbe0fbc6409e9d4f318eb8d5792db016e5b58343550,2024-05-23,2024Q2,Registrar,DAO Wallet,DAO Wallet,15.05313139270048,ETH,56925.07220595007
0xc4640c218d5977b10ab24c578d0d188303fcbdb174d354f29a26cfe1d764f213,2024-05-24,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.089103720340728,ETH,332.10204023074095
0x2d9d19514870e91d6d0103d5149cda5f92775cab1720078532c0f84ce28dbbe1,2024-05-25,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0026755423324337,ETH,10.031223579030401
0xc6423599534ebc8437c5407345b136ac0d8ff60f468252b33fc3d5dbb6fa7c2c,2024-05-25,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0026755423324337,ETH,10.031223579030401
0x0af23488a6fde4f2a860cc0431168723f0c8c119d9b09c5845bf4ed12d895453,2024-05-25,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0133777116621688,ETH,50.15611789515313
0x5184df4417d2c871141321c5053ad2aa381b600456de9bedd94b34e0341dc12e,2024-05-25,2024Q2,Registrar,DAO Wallet,DAO Wallet,0.0709018718094949,ETH,265.8274248443126
0x13874b02f2c6f99ea978b285542fc78523ef3bc1879c7f52879409a5097f19ec,2024-05-25,2024Q2,Registrar,DAO Wallet,DAO Wallet,22.82828310937444,ETH,85588.48388215993
